Cust_ID,Name,DOB,Salary,Balance,Loan,Attendant
4718,Albert Jones,8/11/1959,52544.73,3680.09,26895.62,Ivy
4719,Kathy Dennis,3/11/1984,69182.13,1367.38,44013.14,Currie
4720,Ashley Kim,10/4/1946,90055.44,3597.79,40738.57,Currie
4721,Joshua Hayes,3/8/1999,76684.92,1725.73,4716.84,Ivy
4722,Jeanette Cook,8/5/1995,60477.74,4244.28,10895.92,John
4723,Monica Gay,2/15/2001,96718.41,876.76,33227.82,Currie
4724,Marvin Brown,11/30/1972,80347.16,3979.12,22731.57,Ivy
4725,Kaitlin Turner,11/25/1994,95111.56,949.72,15244.29,John
4726,Holly Robinson MD,3/3/1981,66931.16,4465.35,21513.06,Marvel
4727,Jeffery Harris,4/8/1996,48123.3,1868.92,22814.78,Marvel
4728,Gabrielle Marquez,9/28/1979,33697.87,3444.77,45617.06,Currie
4729,Brittany Novak,10/17/1972,80825.94,2693.76,6069.46,John
4730,Valerie Wilson,6/28/1947,38491.21,2148.36,14706.81,John
4731,Katherine Conway,11/18/1995,51194.26,3404.49,27340.68,Ivy
4732,Jaclyn Barber,10/10/1963,67272.96,4763.85,35216.06,John
4733,Gina Jackson,3/8/1976,69509.16,685.71,31901.23,Currie
4734,Corey Stewart,10/2/2004,72040.82,4634.84,47140.49,Marvel
4735,Jamie Dennis,8/7/1997,41637.87,3240.87,39984.84,Currie
4736,Manuel Mcdonald,3/9/1969,56581.62,4132.91,28296.77,John
4737,David Fisher,5/18/2001,73203.6,2227.44,11519.45,Marvel
4738,Steve Cabrera,4/12/2002,97887.32,2623.29,23092.84,John
4739,Melissa Powell,5/27/2005,80934.18,4409.83,34975.73,Ivy
4740,Crystal Taylor,3/28/1979,94582.26,2366.82,42060.15,Currie
4741,Emily Gregory,10/21/1968,83354.84,2905.97,48027.07,Ivy
4742,Donna Henry,8/20/1960,71420.19,590.88,30667.19,Currie
4743,Allen Gardner,9/28/1947,43441.64,1213.69,26819.05,Ivy
4744,Kelli Rodriguez,8/8/1951,76668,3387.59,1866.9,John
4745,Derek Flowers,6/19/1961,73636.57,3726.4,4532.85,Marvel
4746,Laura Jones,9/22/1945,72172.84,3121.7,8649.14,Ivy
4747,Sherri Ross,3/15/1971,64285.01,1144.9,3683.24,Ivy
4748,Stephanie Mcdaniel,1/1/1947,67005.96,2504.32,20642.3,Currie
4749,Tony Conley,5/12/1990,53410.98,2097.93,17507.05,Marvel
4750,Charles Hudson,10/10/1988,66351.89,2730.48,32230.35,John
4751,Samuel Gregory,7/28/1966,43828.91,4416.48,27247.59,John
4752,Brandy Johnson DVM,7/2/1946,86362.21,3991.38,30202.57,John
4753,Kevin Walters,11/9/2002,43004.39,877.95,24126.88,Marvel
4754,Danielle Quinn MD,12/20/1960,35947.64,4506.39,14609.12,Marvel
4755,Ryan Curtis,1/25/1988,60537.22,2622.95,47688.44,Currie
4756,Anne Bell,12/10/1989,76081.52,3847.38,5234.05,Currie
4757,Christina Rangel,8/4/1973,60640.18,1130.18,47005.66,John
4758,Aimee Livingston,10/16/1973,49372.79,3518.24,16250.66,Ivy
4759,Matthew Johnson,1/22/1955,69071.98,1563.47,26120.41,Marvel
4760,Kelsey Duarte,1/9/2002,54290.16,2472.71,6333.27,Currie
4761,Krystal Hamilton,11/23/1959,95300.74,575.88,4475.62,John
4762,Joanna Duncan,11/28/1989,94585.16,1182.25,22047.73,Currie
4763,Mackenzie Hawkins,7/10/1997,65166.03,914.36,37343.17,John
4764,Kristina Padilla,11/28/1964,52951.88,1578.85,14198.87,Ivy
4765,Christopher Herring,4/25/1959,81599.27,950.08,28555.05,Marvel
4766,Jeffrey Miller,5/4/1989,32569.91,3613.6,14653.87,Marvel
4767,Jeffrey Griffin,10/6/1999,63233.83,630.68,20042.04,Currie
4768,Andrew Riley,5/11/1971,53542.64,3279.83,45415.87,John
4769,Nicole Carlson,2/7/1969,94437.51,1133.19,42936.14,Marvel
4770,Timothy Saunders,10/11/1982,30840.21,4753.23,26284.86,John
4771,Lisa Avila,7/13/2001,68697.04,4698.92,12667.18,Currie
4772,Jane Watson,3/21/1984,81846.45,1514.76,10466.01,John
4773,Michael Mills,10/4/1968,63951.26,3264.9,47750.28,John
4774,Karen Jones,6/22/1957,35978.21,626.02,10933.11,Currie
4775,Frank Adams,4/27/1943,98072.3,4693.05,40600.25,Currie
4776,Mitchell King,8/15/1995,66260.73,2853.44,19079.54,Currie
4777,John Chase,8/3/1957,72993.04,694.5,49297.33,John
4778,Jeremy Stevenson,12/23/1979,46562.68,2041.25,19039.63,Ivy
4779,Christine Cooper,2/19/1965,63844.87,845.82,18224.31,Ivy
4780,Taylor Guerrero DDS,6/3/1955,60040.46,2268.25,32235.72,John
4781,William Larson,2/2/1985,35242.71,3514.67,48114.32,Ivy
4782,Shannon Rodriguez,4/24/1956,37431.22,2614.5,48834.27,John
4783,John Mitchell,8/13/1949,88623.08,2226.75,35653.1,Currie
4784,Laura Schmidt,11/26/1962,46787.4,1036.21,37975.71,John
4785,Jeffrey Hall,12/29/1999,43647.08,1602.23,28606.71,Currie
4786,Kyle Robinson,3/25/1986,65343.8,950.64,38033.01,Marvel
4787,Terri Wells,12/30/1993,83812.3,4133.74,43129.2,Marvel
4788,Amy Smith,5/2/1988,34336.26,1108.58,24818.67,Ivy
4789,Carolyn Harper,7/23/1990,70376.55,3179.18,31373.25,John
4790,Christine Diaz,8/1/1986,38344.73,2042.33,27328.52,Currie
4791,Wayne Kelly,12/9/1957,32552.27,1516.9,28561.06,Ivy
4792,William Heath,11/19/1951,33692.08,3377.61,44612.35,John
4793,Cameron Miller,4/20/1962,88391.49,2556.51,18425.22,Ivy
4794,Joe Jimenez,2/8/1977,38258.07,2300.65,11201.02,Marvel
4795,Thomas King,7/18/1949,33160.6,3167.83,23357.73,Currie
4796,Emily Cruz,8/11/1966,60652.99,2710.7,11196.17,Ivy
4797,Tracy Cantrell,10/24/1967,89079.54,1865.68,25421.62,Currie
4798,Arthur Fox,9/2/1970,48368.59,3015.78,45271.9,Currie
4799,Jesse Gonzalez,5/17/1968,59519.88,3512.74,31254.24,Currie
4800,Jeffrey Maldonado,3/24/1987,32794.58,620.12,42916.21,John
4801,Thomas Finley DDS,6/23/1990,61435.5,2596.42,9143.36,Ivy
4802,Elizabeth Rosario,10/17/2000,70432.92,759.57,45142.81,Currie
4803,Mrs. Catherine Johnson DVM,1/14/1988,69963.49,1338.82,30487.57,Marvel
4804,Leslie Johnson,5/5/1999,53269.87,3022.29,2556.23,John
4805,Andrew Cisneros,7/28/1969,52087.32,4397.85,32022.83,John
4806,Ashley Williams,1/28/1964,37463.65,4472.63,47618.45,John
4807,Diana Green,10/6/1945,55675.88,814.75,4879.18,Marvel
4808,Peter Adams,8/21/1954,36964.63,2385.97,29540.35,Currie
4809,Tyler Davis,12/29/1968,83661.72,3123.53,45858.45,Ivy
4810,Marissa Kirby,4/9/1992,97639.2,1161.81,1475.06,Currie
4811,Shaun Huff,2/15/1994,97905.21,3944.44,31914.73,Ivy
4812,Yolanda Jackson,2/3/1990,90554.98,3849.06,24270.21,Ivy
4813,John Moore,9/28/1963,72055.45,4565.03,18002.48,John
4814,Joseph Porter,9/4/1983,79060.6,538.19,31749.29,Ivy
4815,Jeffrey Cunningham,1/31/1959,49964.41,1475.08,3582.4,John
4816,David Cook,2/15/1991,74153.93,4222.34,37900.09,Currie
4817,Jacob Miller,9/18/1995,61895.47,3517.61,1219.49,Currie
4818,Danielle Edwards,8/13/1978,63741.21,4524.75,16039.85,Marvel
4819,Todd Franklin,4/2/1996,83044.36,757.31,25693.97,Currie
4820,Alexandra Foster,8/23/1974,49734.28,3186.34,19474.09,Currie
4821,Sonya Davis,12/25/1952,52262.77,3060.71,16066.32,John
4822,Larry Johnson,8/30/1989,94724.93,660.53,41710.92,Marvel
4823,Kelsey Velazquez,3/1/1962,33935.7,2810.85,46806.8,John
4824,Daniel Cochran,11/6/1993,63994.4,3242.84,43811.92,Marvel
4825,Monica Hood,8/20/1997,93896.06,1360.82,26599.13,Currie
4826,Christopher Gibson,12/1/1997,72725.41,1729.98,44324.04,John
4827,Jessica Brown,8/16/1946,68248.5,3381.56,46122.22,Marvel
4828,Randy Goodman,9/3/1969,47482.09,2607.35,21052.68,Currie
4829,John Miller,1/28/1976,54029.28,4361.06,14888.85,Ivy
4830,Warren Young,5/1/1943,89643.39,2040.72,5815,Marvel
4831,Victoria Orr,7/27/1945,69145.27,1699.97,24475.5,John
4832,Erin Sweeney,8/11/2004,66031.95,4931.9,47368.55,Marvel
4833,Ashley Lewis,8/27/1951,36970.58,4600.11,28484.47,Ivy
4834,Audrey Patton,8/27/1943,31121.97,630.47,33710.54,Ivy
4835,Douglas Walker,8/18/2004,97457.96,3968.28,6531.31,Currie
4836,Jacob Pennington,2/18/1985,56389.03,996.51,8032.46,John
4837,Nicole Anderson,4/1/1947,72224.91,623.68,23759.19,Currie
4838,Amanda Mooney,3/13/2003,35580.06,1731.63,47611.98,John
4839,Daniel Cruz,3/22/1966,77818,1712.06,18678.45,John
4840,Nicholas Dennis,2/4/1974,95279.67,4186.93,43996.72,Currie
4841,Robert Thompson,10/11/1949,70296.57,3698,6894.14,Ivy
4842,Patrick Miller,3/27/2003,38828.07,4917.24,31233.84,Ivy
4843,Carla Johnson,8/1/1957,70720.51,3701.81,30430.04,Marvel
4844,Alison Santos,4/30/1995,83644.3,2382.15,43133.86,John
4845,Brian Porter,1/30/1964,58449.16,3645.17,1162.52,John
4846,Jamie Davis,11/5/1986,91588.64,4997.57,10306.65,Currie
4847,Jason Mitchell,9/27/1967,75407.81,3695.64,11764.69,Currie
4848,Amy Hayes,1/24/1998,92947.42,3927.57,47548.34,Ivy
4849,Ryan Gates,2/22/1999,73645.37,4722.64,8530.99,Ivy
4850,Monique Baker,4/3/1961,39190.16,1011.43,2811.16,Currie
4851,Louis Patton,2/7/2005,51678.42,3671.53,27188.61,Marvel
4852,Patricia Fox,4/1/1983,44125.65,4328.63,26899.36,Ivy
4853,Joseph Walsh,10/13/1955,93617.85,4794.7,42358.3,Marvel
4854,Jose Wells,2/15/1948,83228,1449.36,47494.12,John
4855,John Ewing,4/21/1956,77347.89,2767.68,27388.73,Ivy
4856,Jordan Bean,8/15/1948,51067.64,3562.5,46569.71,Marvel
4857,Nathan House,4/20/1998,42883.13,1613.6,36532.8,Marvel
4858,Lucas Jackson,3/11/1976,82951.58,3202.13,13963.4,John
4859,Gary Black,11/10/1996,63191.06,1659.1,46492.61,Ivy
4860,Kristy Carter,10/3/1943,45805.27,2000.56,33704.72,Ivy
4861,Nicholas Williamson,11/13/2005,73163.54,2486.83,21290.7,Currie
4862,Dakota Johnson,12/7/1953,32823.37,2881.36,34331.86,John
4863,Dr. Clifford Walker,4/16/1951,52831.92,2522.15,20664.33,John
4864,Vanessa Patterson,3/12/1981,62798.99,2719.38,6595,John
4865,Wesley Alvarado,6/12/2001,40357.08,1843.65,36229.96,Currie
4866,Erica Perkins,1/13/1972,98925.81,1215.34,41380.29,Ivy
4867,David Perez,4/12/1966,44636.82,713.07,36711.5,John
4868,Thomas Smith,12/25/1968,39124.72,1381.9,12226.62,Currie
4869,Dawn Miles,6/7/1947,44247.44,3118.75,47875.12,Currie
4870,Jonathan Moore,2/11/1950,83834.28,4037.52,2237.47,Currie
4871,John Cook,9/11/1980,59785.4,1261.61,17301.58,Marvel
4872,Tara Finley,7/20/1982,69579.12,988.5,13744.53,Marvel
4873,Phillip Schmidt,10/3/1969,31470.64,3871.81,3358.19,John
4874,Valerie Phillips,2/6/2001,32410.19,1873.21,20880.75,John
4875,Heather Valdez,7/11/1996,61207.79,4781.75,31532.63,Currie
4876,Richard Short,10/24/1979,87165.87,3714.43,44245.09,Currie
4877,Luis Johnson,3/21/1999,91966.72,1970.4,49494.8,Currie
4878,Briana Wilson,6/22/1964,36069.46,1802.94,40596.39,Ivy
4879,Robert Smith,7/15/1998,67685.42,2856.64,23965.35,John
4880,Rhonda Marks,12/6/1951,93926.08,856.15,36461.52,Marvel
4881,Julie Holloway,10/14/1978,57158.09,1029.54,42337.57,Currie
4882,Rebecca Hill,11/13/1963,88069.61,1291.36,23800.05,John
4883,Christie Carrillo,9/14/1971,39358.7,3986.26,39467.67,Ivy
4884,Kayla Lee,9/25/1977,95477.61,2812.36,24649.97,Marvel
4885,Brandon Hendricks,4/21/2003,82599.63,547.55,19938.3,Ivy
4886,Kayla Hall,1/20/1991,95893.41,3530.82,26778.45,John
4887,David Garrison,7/1/1969,77363.21,2406.61,34116.88,Currie
4888,Audrey Robinson,8/3/1981,55438.28,2798.84,36617.22,Marvel
4889,Devin Gross,12/21/1959,95672.68,1463.52,18480.08,John
4890,Jessica Barrera,1/16/1998,49289.67,2983.02,28994.69,Ivy
4891,Karl Watson,9/25/1962,53252.08,4906.19,45583.67,Marvel
4892,Jeffrey Wilson,5/17/1984,79056.59,830.5,48839.33,John
4893,Emily Brown,12/3/1986,83572.14,1777.63,12135.16,Ivy
4894,Jeremy Yang,7/21/1961,95058.24,1593.49,10448.73,Currie
4895,Taylor Ramos,1/27/1950,44336.17,1618.47,34157.6,Currie
4896,Jose Miller,1/10/1963,85859.86,2204.18,21319.51,Currie
4897,Michael Mitchell,10/7/2005,81698.22,4181.49,2186.89,Marvel
4898,Katie Bennett,2/12/1962,34465.62,4607.86,17996.23,Ivy
4899,Misty Palmer,10/25/2005,57105.62,1409.97,40530.49,Currie
4900,Stephanie Garcia,8/8/1958,49793.58,2943.27,40073.92,Currie
4901,Michael Jackson,4/8/1958,51314.33,3366.05,25239.57,Marvel
4902,Danielle Brooks,12/28/2000,98806.28,2848.22,24156.32,Marvel
4903,Jessica Brown,3/26/1973,74994.42,2453.34,29395.86,Ivy
4904,Peter West DVM,6/23/1995,80237.33,1363.89,11750.44,Marvel
4905,Veronica Bell,6/30/1971,98363.23,2696.99,26776.14,Marvel
4906,Brian Kennedy,1/2/1981,56404.12,2305.47,1541.27,Marvel
4907,Melissa Rios,5/24/1975,86128.81,4080.04,24302.42,Currie
4908,Mary Dixon,11/19/1974,60417.17,3936.22,17466.5,Currie
4909,Kevin Houston,1/29/1988,90867.36,1102.99,34068.61,Ivy
4910,Samantha Randolph,9/3/1994,42646.03,898.34,32279.33,John
4911,Meghan Cardenas,7/24/2004,96338.03,4586.69,19660.96,Ivy
4912,Jennifer Brady,5/20/1977,45314.02,2909.79,1356.38,Marvel
4913,Rita Lewis,10/18/1987,52835.44,4360.1,13361.41,John
4914,Margaret Harris,11/13/2002,82933.46,761.68,32034.04,John
4915,Jon Williams,1/28/1980,57562.86,2869.32,4546.29,Marvel
4916,Logan Kelly,6/20/1974,72574.8,2927.42,6274.48,Ivy
4917,Gail Mason,9/12/2003,61120.15,4373.16,32704.72,Currie
4918,Jacqueline Thompson,7/3/1998,81965.9,939.24,38032.6,John
4919,Leslie Martin,5/8/1953,45983.19,1582.01,16755.94,Marvel
4920,Brenda Obrien,5/10/2000,34092.06,2329.42,24993.98,John
4921,Jessica Hart,8/12/1946,50995.06,4396.29,47339.86,Marvel
4922,Dennis Wilcox,9/23/1991,63201.61,4724.97,47331.63,Currie
4923,Jacqueline Brown,1/15/1978,41761.4,4967.26,16067.64,Currie
4924,Rickey Greene,6/14/1961,54835.81,4816.37,40689.41,Currie
4925,Keith Williams,12/12/1996,57998.81,526.74,30103.26,Marvel
4926,Leslie Rios,6/26/1982,34017.43,714.69,48798.74,Currie
4927,Katherine Tucker,5/22/1960,70831.51,1164.23,24403.06,Marvel
4928,Anne Fleming,6/2/1943,91904.04,2069.88,38960.64,Ivy
4929,Christopher Smith,7/6/1968,40622,4234.63,38638.72,Ivy
4930,Kathleen Reed,2/7/1944,71846.56,4516.95,25374.21,Marvel
4931,Melissa Barnes,3/25/1986,76531.74,1340.75,39985.88,Currie
4932,Susan Ayers MD,10/15/1950,59353.43,3288.49,13790.98,Ivy
4933,Lori Johnson,2/10/1958,79076.83,4628.13,6990.4,Marvel
4934,Arthur Young,10/13/1944,58751.21,2586.79,21833.02,Marvel
4935,Erica Harding,7/20/1950,65324.61,965.95,47237.9,Marvel
4936,Judy Williams,4/20/1952,30514.71,2560.16,25536.49,John
4937,Robert Drake,3/5/1955,78420.41,2191.08,32127.7,Currie
4938,Charlotte Newman,9/5/1988,76293.99,3099.46,31583.96,John
4939,Jeffrey Fernandez,4/14/1944,32688.06,2473.96,7496.07,Ivy
4940,Derek Thomas,8/30/1948,55777.51,578.06,20124.55,Currie
4941,Andrew Owens,5/30/1966,98532.23,4972.99,35640.01,Currie
4942,Connie Knight,4/27/1977,59451.56,2945.93,48627.51,Marvel
4943,Roy Abbott,3/27/1987,65136.18,2631.34,9232.87,Ivy
4944,Jeffrey Williams,6/17/1980,93695.11,4795.78,21111.65,John
4945,Dennis Jones,1/29/1950,80208.33,1201.37,5659.6,Ivy
4946,Lisa Schmitt,1/15/1978,70744.91,1351.57,12876.45,Marvel
4947,Lisa Parks,7/20/1983,85846.33,4136.07,19461.21,John
4948,James Mayer,11/8/2001,90505.64,1673.74,27491.52,John
4949,Luis Jarvis,8/5/1972,61982.17,4096.52,12297.78,Ivy
4950,Scott Fisher,2/16/1944,63257.59,1721.9,12150.57,Ivy
4951,Joseph Cowan,3/20/1984,57023.57,649.34,39113.67,Marvel
4952,Vincent Taylor,7/27/1990,97669.43,2826.57,48169.44,John
4953,Charles Oneal,1/30/1985,78801.64,1385.09,16857.04,Currie
4954,Andrew Lopez,8/24/1997,35825.61,3910.31,34711.61,Marvel
4955,Keith Alvarez,10/30/1976,90407.17,3385.4,13645.94,Currie
4956,William Snyder,2/28/1989,63639.2,4656.21,46469.66,John
4957,Kimberly Hernandez,12/25/1967,34812.77,4023.45,33972.22,Currie
4958,Scott Fernandez,8/21/1968,68480.21,1313.49,40331.17,Marvel
4959,Linda Stewart,11/6/1988,59201.5,4100.71,3418.35,Marvel
4960,Paul Maldonado,10/10/1991,91442.46,3387.82,30326.79,John
4961,Victoria Miller,8/1/2003,44279.62,3510.28,26853,Currie
4962,Kristen Kim,2/10/1978,87852.52,4245.18,15356.85,Ivy
4963,Joshua Pierce,8/27/1950,69038.21,3082.21,13859.07,Ivy
4964,Bryan Sanchez,10/2/1988,33822.72,2597.02,29421.22,Marvel
4965,Bobby Mercado,7/14/1995,98029.17,3364.88,35617.8,Marvel
4966,Kara Brandt,9/4/1943,65883.07,1840.81,2625.47,Ivy
4967,Katherine Rosales,1/6/1974,50361.38,1321.69,28802.68,Currie
4968,Michael Hinton,7/21/1987,62858.48,3274.65,9352.52,Marvel
4969,Jose Collins,8/1/1970,90050.04,1552.32,7877.77,Marvel
4970,Michael Watts,7/6/1951,51343.22,859.62,31532.85,Ivy
4971,Summer Rodgers,8/20/1954,43487.35,502.49,16232.64,John
4972,Debra Martin,2/18/1991,39034.99,3237.44,22603.13,Currie
4973,Jennifer Lee,9/29/1984,50850.16,2129.67,18639.94,Ivy
4974,Susan Rojas,5/12/2001,84603.37,3885.4,32768.48,Ivy
4975,Cody Macias,3/9/1961,63013.85,2188.29,24035.87,Ivy
4976,John May,2/12/1969,45923.71,2687.02,48209.47,John
4977,David Nichols,5/21/1979,41632.95,2331.88,18266.76,Ivy
4978,Mr. Lee Hall DVM,12/17/1983,53291.06,3427.59,37273.93,Currie
4979,Kaitlyn Chaney,3/16/1965,95794.71,2102.63,13607.34,Ivy
4980,Eric Garcia,10/21/1992,54011.87,4836.95,25928.9,Ivy
4981,John Hart,2/13/1961,99168.69,4712.66,28075.92,Ivy
4982,Kristen Anderson,6/6/1982,63966.13,4316.13,17126.35,Currie
4983,William Miller,10/4/1943,42541.47,4641.35,24117.25,Marvel
4984,Christopher Olsen,12/27/1984,92379.81,2521.13,14684.65,John
4985,Melissa Cooper,3/21/1969,62224.88,2913.94,1294.04,John
4986,Cathy Ellis,10/24/1951,79676.99,3839.42,11566.77,Currie
4987,Amy Sanchez,4/28/1996,98859.81,3632.66,35303.14,John
4988,Emily Hanson,2/24/1957,33512.27,4508.05,38777.19,John
4989,Brian Murray,7/30/2001,36768.62,3723.49,14729.94,Ivy
4990,Sydney Peters,8/12/1972,80431.97,4990.48,20994.11,Ivy
4991,Rachel Hunt,11/23/2003,49727.75,2068.28,2830.92,Ivy
4992,Kendra Thompson,9/15/1985,42901.1,4248.49,12616.08,John
4993,Danielle Singh,2/21/1965,32755.33,3639.36,39181.74,Currie
4994,Kelly Anderson MD,9/27/1993,31529.27,3611.24,30693.33,Marvel
4995,Nancy Kirby,5/4/2005,84213.99,1966.26,11082.76,Marvel
4996,Brian Garcia,9/22/1955,39410.34,4035.21,13614.66,Currie
4997,Albert Rios,3/10/1967,62740.44,4551.69,41023.3,Ivy
4998,Robert Gonzales,6/26/1973,72412.78,1483.47,11245.13,Ivy
4999,Charles Rodriguez,8/17/1956,59984.63,3314.74,17373.73,John
5000,Melanie Meadows,2/6/1987,31897.47,2264.61,33553.58,Currie
5001,Daniel Conrad,5/2/1992,84845.11,4952.97,28494.51,John
5002,Jeremy Riley,7/7/1969,30735.93,2654.75,23582.64,Ivy
5003,David Smith,3/6/1967,83332.29,1527.44,45087.31,Marvel
5004,Mary Parker,1/2/1974,92531.31,2218.36,11765.81,Ivy
5005,Francisco Harris,9/6/1948,60298.79,3442.27,37329.57,Currie
5006,Lee Anderson,2/26/1955,67487.97,842.4,8794.13,Ivy
5007,Eric Lopez,7/15/1979,63388.84,3216.21,31170.96,Currie
5008,Mr. Scott Wolfe MD,1/24/1980,57244.6,4690.51,43660.55,Ivy
5009,Debra Fitzgerald,8/5/1990,92119.72,4326.63,23437.19,Currie
5010,Hannah Alvarez,1/24/1975,92575.35,804.53,36490.43,Ivy
5011,Francisco Benton,5/12/1995,53507.15,4970.25,41199.27,Currie
5012,Sandra Moss,5/1/1967,73054.88,3644.27,7665.29,Marvel
5013,Jessica Rogers,1/21/1999,94883.53,1230.26,35585.52,John
5014,Stacey Peters,9/28/1970,97344.09,555.87,46072.21,Ivy
5015,Ashley Bryant,4/25/1986,65627.13,1270.77,29242.16,Ivy
5016,Anthony White,6/3/1981,61697.74,4271.79,10119.99,Ivy
5017,Susan Boyd,12/23/1948,49508.6,597.38,7220.18,Currie
5018,Larry Kim,1/21/1954,97121.03,1549.16,13727.03,John
5019,Elizabeth Walker,10/20/1999,39997,3907.88,6072.15,John
5020,Cassandra Miller,12/30/1949,70588.07,3137.5,26156.31,John
5021,Daniel Vazquez,7/25/1966,49778.52,4022.31,4415.53,Currie
5022,Michelle Morris,5/14/1984,49530.58,3857.68,11946.83,John
5023,Angel Sullivan,8/2/1963,58347.8,727.71,22555.61,John
5024,Dana Banks,4/13/1960,99915.51,4516.3,24221.82,Ivy
5025,Debra Clay,11/22/2003,33847.64,1521.64,28704.53,John
5026,Christopher Perez,3/9/1949,70497.93,2990.27,35575.13,Ivy
5027,Jennifer Rios,3/12/1998,35780.05,3399.3,3314.2,John
5028,Kevin Vasquez,2/26/1996,40816.46,1258.83,4950.43,Currie
5029,Rebecca Juarez,10/11/1992,60769.41,4893.04,3982.1,Currie
5030,Melissa Martinez,8/30/1986,65732.21,2696.7,21734.37,Ivy
5031,Rebecca Kane,7/14/1954,48115.47,759.39,3050.55,Marvel
5032,Angela Carroll,11/4/1975,52152,4717.68,37557.98,Currie
5033,Jason Jones,9/28/1957,36087.69,3138.21,11927.01,Ivy
5034,Dylan Clark,7/17/1989,51225.38,3646.37,47021.41,Currie
5035,Sheri Anderson,5/19/1969,97659.09,2863.29,24833.78,Currie
5036,Joshua Gross,2/14/1988,96129.52,4256.32,22869.96,John
5037,Rebecca Thompson,10/26/1986,53441.48,649.1,39246.4,Ivy
5038,Dr. Kristina Long MD,12/30/1981,69959.78,1707.7,35944.55,Currie
5039,Latoya Davenport,2/29/1996,93671.68,2613.42,30758.14,Marvel
5040,Patricia Frank,4/2/1952,30432.87,844.72,46822.19,Ivy
5041,Brian Barnett,4/8/1955,86747.85,3676.58,21690.7,Ivy
5042,Robin Daniels,12/9/1961,96385.87,2271.49,40618.05,John
5043,Donald Alvarado,12/4/1962,36392.8,1727.01,19624.55,Marvel
5044,Russell Osborne,2/22/1965,41301.34,515.2,42078.94,Marvel
5045,Sara Hicks,3/13/1951,97252.24,3739.24,13714.26,Marvel
5046,Maria Moore,4/27/1987,67627.81,4252.14,15174.09,Currie
5047,Erica Cooper,5/12/1961,30993.76,2277.68,34215.61,Ivy
5048,Jeremy Johnston,6/27/1988,48034.24,3038.98,11422.95,Ivy
5049,Michael Perez,7/31/1961,61496.06,1524.59,12228.56,Currie
5050,Megan Davis,3/29/1959,78503.62,3299.89,15957.86,Ivy
5051,Kevin Cruz,8/27/1983,81321.23,554.62,34267.51,Marvel
5052,Vanessa Walters,1/1/1984,99679.51,2698.9,44580.02,Ivy
5053,Ryan Gutierrez,4/10/1977,50125.78,3398.92,34053.81,John
5054,Victoria Lopez,10/25/1999,67675.41,4631.86,41562.9,Currie
5055,Kevin Goodman,2/19/1953,67332.65,2216.01,27634.47,Marvel
5056,Marc Daniels,1/1/1966,58395.17,3943.36,4377.24,Marvel
5057,Sean Williams,5/17/1954,41841.33,3189.59,5922.84,John
5058,Teresa Jones,2/19/1956,98421.96,4671.55,28165.21,John
5059,Shawn Williams,5/19/1961,89732.2,2292.7,17062.25,John
5060,Sarah Madden,4/17/1945,64883.31,1935.93,11807.84,Ivy
5061,William Garcia,12/25/1984,72227.18,4492.14,23846.59,John
5062,Ryan Oneal,1/28/1970,45908.27,721.6,33658.34,Marvel
5063,Angelica Brown,7/22/1996,68065.09,1113.73,19864.61,John
5064,Kendra Norris,4/26/1967,78647.91,870.82,40324.57,John
5065,Kristina Burke,11/22/1950,66061.69,4293.99,37187.64,Ivy
5066,Heather Brown DDS,2/28/1999,99319.96,547.73,37010.83,John
5067,Hailey Day,5/13/1960,72793.92,4377.46,49274.29,Marvel
5068,Nathan Walker,10/4/1948,55968.16,2530.71,15466.27,Ivy
5069,Richard Palmer,1/4/1997,84050.64,518.11,32591.55,Marvel
5070,Jesse Hansen,2/5/1944,41932.38,2307.4,42918.44,Marvel
5071,Tara Marshall,6/11/1948,56916.11,1340.6,29396.7,John
5072,David Ortiz,8/29/1996,54287.13,3309.8,39685.61,Marvel
5073,Courtney Weber,1/20/1958,60226.5,3557.11,21308.16,John
5074,Ryan Swanson,10/13/1951,84724.59,2693.87,29934.08,John
5075,Antonio Moran,3/2/1983,63892.11,682.34,3727.65,Currie
5076,Russell Fleming,8/17/2001,85581.01,3452.58,49302.61,Marvel
5077,Virginia Davis,10/23/1944,70354.22,4289.17,40200.91,Currie
5078,Breanna Taylor,2/10/1947,53944.86,3741.46,43571.64,Currie
5079,Jerry Rose,9/28/1963,86698.51,4234.81,35020.42,John
5080,Eric Norris,11/26/1956,46680.28,1402.29,10116.45,Marvel
5081,Peter Morales,12/4/1985,45706.81,4500,2520.39,John
5082,Tyler Scott,3/11/2001,65315.2,1949.87,43368.17,Marvel
5083,Paula Russell,12/14/1980,48259.45,560.32,20420.2,John
5084,David Turner,12/6/1983,30636.09,4295.26,13929.38,John
5085,Michael Rivera,11/19/1951,75380.83,4738.2,28521.97,John
5086,Vanessa Christian,6/7/2003,65776.57,3450.01,21624.03,Currie
5087,Miranda Newman,8/31/1969,61186.25,1541.46,32931.63,Marvel
5088,Jason Christian,11/30/1975,97687.8,1632.85,24705.87,Ivy
5089,Megan Jones,11/4/1987,69983.94,2599.67,35164.42,Ivy
5090,Madeline Lee,9/1/1946,90440.21,4540.24,42817.74,Ivy
5091,Thomas Wilson,3/7/1972,39761.52,1173.19,10582.29,Marvel
5092,Leslie Hawkins,7/17/1964,69844.45,4216.88,17142.21,John
5093,Michele Stanley,10/8/1949,90758.57,1810.86,22403.96,John
